sample_index,leaf_tokens,macro_tokens,compression_ratio,leaf_edges,macro_anchor_edges,macro_boundary_edges,bbox_volume,leaf_unique_types,macro_unique_types,leaf_edges_plus_x,leaf_edges_plus_y,leaf_edges_plus_z
14423,1574,1321,0.8392630241423126,3332,2320,3079,21504,840,984,1118,1144,1070
14424,1517,1156,0.7620303230059328,3328,2040,2967,4480,675,844,1241,985,1102
14425,946,737,0.7790697674418605,2077,1314,1867,2560,501,572,614,824,639
14426,276,208,0.7536231884057971,588,355,520,512,156,173,134,208,246
14427,3529,2373,0.6724284499858317,7352,3692,6135,9600,982,1273,2778,1688,2886
14428,3554,2191,0.61648846370287,8324,3511,6911,8064,705,1032,2676,2895,2753
14429,563,478,0.8490230905861457,1166,874,1081,7680,371,398,432,300,434
14430,3668,3225,0.8792257360959651,8216,6357,7767,21504,916,1115,2913,2377,2926
14431,3371,2319,0.687926431326016,6722,3267,5653,26624,845,1163,2230,2087,2405
14432,512,416,0.8125,1145,753,1049,1792,315,349,307,456,382
14433,5041,3699,0.7337829795675461,12189,6806,10826,9600,1152,1698,4128,3809,4252
14434,1065,901,0.8460093896713615,2376,1693,2212,5632,594,673,753,923,700
14435,1050,866,0.8247619047619048,2147,1443,1963,3840,577,663,616,894,637
14436,2503,1916,0.7654814222932481,4986,3057,4366,14080,948,1187,1640,1683,1663
14437,618,514,0.8317152103559871,1347,976,1243,2048,384,410,424,500,423
14438,1089,933,0.8567493112947658,2242,1640,2086,3840,642,722,703,895,644
14439,1977,1520,0.768841679312089,4773,2955,4307,6656,694,872,1693,1401,1679
14440,731,605,0.8276333789329685,1523,1027,1397,5760,459,507,527,571,425
14441,2248,1870,0.8318505338078291,4614,3269,4234,9216,921,1101,1626,1470,1518
14442,2993,2248,0.7510858670230538,6510,3995,5749,19968,1076,1362,2252,2327,1931
14443,965,835,0.8652849740932642,2148,1620,2017,7168,559,625,746,740,662
14444,236,219,0.9279661016949152,460,400,443,3840,100,104,122,168,170
14445,2791,2248,0.8054460766750269,5787,3772,5243,15488,1084,1402,1898,2003,1886
14446,2679,1710,0.6382978723404256,5745,2667,4716,18432,707,970,2089,1389,2267
14447,4034,2927,0.7255825483391175,8860,4718,7739,23040,1085,1555,3232,2770,2858
14448,2192,1789,0.8161496350364964,4454,2939,4051,12288,913,1158,1428,1512,1514
14449,2107,1636,0.7764594209776934,4236,2655,3742,15360,834,1042,1344,1544,1348
14450,2164,1187,0.5485212569316081,4488,1680,3384,17920,654,830,1544,1446,1498
14451,1056,706,0.6685606060606061,2378,1151,2013,12800,439,525,831,710,837
14452,655,559,0.8534351145038168,1398,1024,1302,3840,431,454,468,542,388
14453,2182,1700,0.7791017415215399,4738,2995,4252,10752,989,1232,1629,1673,1436
14454,4151,3350,0.8070344495302337,8265,5582,7450,25088,954,1228,2593,3099,2573
14455,2787,2356,0.8453534266236096,6285,4561,5853,12288,865,1096,2075,2075,2135
14456,1280,972,0.759375,2806,1773,2469,6912,547,641,983,822,1001
14457,3402,2886,0.8483245149911817,7539,5470,7019,23296,1142,1396,2740,2053,2746
14458,5328,3652,0.6854354354354354,12619,6403,10901,14080,1123,1635,4481,3838,4300
14459,1828,1636,0.8949671772428884,3826,3067,3634,14336,875,1001,1386,1027,1413
14460,771,620,0.8041504539559015,1704,1159,1550,2688,412,470,667,403,634
14461,2883,2545,0.8827610128338537,5938,4609,5600,19712,1082,1324,2165,1977,1796
14462,3217,2485,0.7724588125582841,6689,4202,5942,16896,970,1250,2124,2452,2113
14463,1710,1204,0.704093567251462,3660,1977,3144,6144,622,798,1133,1137,1390
14464,2344,1894,0.8080204778156996,5421,3780,4965,8192,832,1034,2040,1379,2002
14465,979,874,0.8927477017364658,2214,1778,2109,6912,564,613,678,834,702
14466,3893,3112,0.7993835088620601,7722,4777,6941,28800,1212,1726,2552,2625,2545
14467,1008,805,0.7986111111111112,2074,1388,1871,8960,498,546,682,609,783
14468,843,736,0.8730723606168446,1897,1462,1790,9600,561,596,648,682,567
14469,693,604,0.8715728715728716,1456,1116,1367,5760,478,506,507,544,405
14470,1918,1005,0.5239833159541188,3861,1292,2879,9216,358,552,1369,1390,1102
14471,5768,3902,0.676490984743412,11532,5244,9648,32768,265,570,3844,3844,3844
14472,4443,3805,0.8564033310826018,10659,7865,10017,14976,1400,1776,3334,3985,3340
14473,1630,1079,0.661963190184049,3404,1685,2826,9984,568,750,1088,1286,1030
14474,1150,1043,0.9069565217391304,2684,2204,2577,18432,630,691,921,927,836
14475,1056,719,0.6808712121212122,2316,1268,1950,4992,443,546,829,632,855
14476,1882,1046,0.5557917109458024,3836,1325,2985,6144,334,508,1247,1002,1587
14477,4037,3331,0.8251176616299232,8037,5381,7328,28800,1316,1817,2668,2632,2737
14478,406,323,0.7955665024630542,895,579,812,1792,265,277,220,323,352
14479,1366,941,0.6888726207906296,2883,1596,2414,14336,658,757,921,975,987
14480,1129,969,0.858281665190434,2214,1599,2054,10752,636,700,854,492,868
14481,3388,3011,0.8887249114521841,7934,6310,7557,19968,1396,1685,2548,2829,2557
14482,1200,872,0.7266666666666667,2666,1567,2337,3072,418,520,1076,848,742
14483,5261,4240,0.8059304314769056,11404,7391,10364,30720,1350,1911,3936,3479,3989
14484,4245,2513,0.5919905771495878,9918,3735,8059,11264,510,859,3588,2937,3393
14485,1241,655,0.5278001611603546,2685,822,2077,6272,302,449,955,832,898
14486,5402,3911,0.7239911144020733,13299,7189,11773,12672,1180,1796,4153,4435,4711
14487,1453,1008,0.6937370956641431,3207,1707,2751,3840,488,633,1194,816,1197
14488,2231,1892,0.848050201703272,4646,3311,4307,18304,1026,1255,1577,1449,1620
14489,5616,3936,0.7008547008547008,13297,6650,11577,14080,831,1352,4371,4494,4432
14490,1554,1298,0.8352638352638353,3434,2442,3177,9984,839,963,1178,1163,1093
14491,2168,1858,0.8570110701107011,4625,3435,4314,8960,1068,1252,1545,1544,1536
14492,833,711,0.8535414165666266,1783,1313,1660,4224,508,559,584,695,504
14493,868,789,0.9089861751152074,1947,1622,1868,11648,567,608,657,700,590
14494,3058,1769,0.5784826684107259,6412,2736,4875,24576,802,1093,2279,1831,2302
14495,1452,1300,0.8953168044077136,3175,2575,3022,8960,713,806,941,1203,1031
14496,3152,2530,0.8026649746192893,6338,3982,5716,18432,1147,1558,2091,2117,2130
14497,2027,1462,0.721262950172669,4439,2772,3811,8192,789,953,1497,1495,1447
14498,2003,1660,0.8287568647029456,4046,2776,3703,11520,917,1121,1115,1587,1344
14499,1546,1099,0.7108667529107374,3403,1920,2929,5376,596,723,1122,937,1344
14500,2540,1741,0.6854330708661417,5529,3062,4702,11520,836,1073,1781,1734,2014
14501,1022,874,0.8551859099804305,2262,1670,2114,4608,600,672,710,859,693
14502,2553,1638,0.6415981198589894,5262,2479,4330,12800,793,977,1731,1874,1657
14503,3842,2724,0.709005726184279,8722,4865,7546,8448,876,1274,3240,2388,3094
14504,778,686,0.8817480719794345,1615,1263,1523,2560,518,546,508,634,473
14505,839,605,0.7210965435041716,1751,974,1507,3072,378,444,725,348,678
14506,1122,915,0.8155080213903744,2422,1642,2215,8064,628,698,785,865,772
14507,3828,3363,0.8785266457680251,8085,6230,7620,23296,1339,1704,2864,2663,2558
14508,4470,3750,0.8389261744966443,9628,6887,8904,10240,1132,1492,3491,2611,3526
14509,2072,1339,0.6462355212355212,4413,2160,3648,8192,693,926,1443,1302,1668
14510,2832,2396,0.846045197740113,6505,4861,6067,11520,1229,1449,2233,1981,2291
14511,3621,1732,0.47832090582711956,7515,2261,5296,12800,525,828,2979,2013,2523
14512,2580,1767,0.6848837209302325,6101,3237,5230,8960,737,970,2262,1574,2265
14513,3265,2173,0.6655436447166921,7137,3633,5990,16384,917,1168,2736,1637,2764
14514,1276,1113,0.872257053291536,2740,2086,2577,8320,739,833,928,980,832
14515,2088,1757,0.8414750957854407,4773,3375,4440,15488,1035,1216,1681,1549,1543
14516,808,716,0.8861386138613861,1684,1320,1592,4224,550,585,546,644,494
14517,1729,1539,0.8901098901098901,3513,2785,3323,17280,917,1021,1299,944,1270
14518,1988,1294,0.6509054325955734,4058,2094,3269,12288,662,805,1762,544,1752
14519,2106,1690,0.8024691358024691,4610,3022,4192,18432,870,1073,1612,1378,1620
14520,1227,990,0.8068459657701712,2906,2019,2652,6272,620,723,988,829,1089
14521,2283,1412,0.6184844502847131,4858,2104,3951,9856,660,870,1356,1944,1558
14522,3985,2323,0.5829360100376412,9659,3554,7840,9984,593,976,3117,3263,3279
14523,3981,3208,0.8058276814870635,7884,4971,7111,28800,1279,1807,2571,2651,2662
14524,2137,1430,0.669162377164249,4878,2338,4132,5632,580,830,1722,1501,1655
14525,3168,2252,0.7108585858585859,6950,3676,5988,17280,865,1240,2305,2387,2258
14526,6745,5994,0.8886582653817643,15600,12517,14846,24128,1755,2205,5486,4725,5389
14527,334,274,0.8203592814371258,713,480,653,1536,241,246,292,254,167
14528,2576,1321,0.5128105590062112,6266,1923,4988,9216,387,689,2072,2264,1930
14529,4909,4271,0.870034630270931,10219,7791,9572,21504,1510,1856,3347,3310,3562
14530,6549,4776,0.7292716445258818,15513,8676,13613,26624,1385,1977,5629,4463,5421
14531,4096,3245,0.792236328125,7932,4835,7081,32768,1233,1780,2644,2644,2644
14532,245,192,0.7836734693877551,514,334,461,512,150,161,121,177,216
14533,685,596,0.8700729927007299,1406,1066,1317,7040,451,492,441,538,427
14534,4555,3962,0.8698133918770582,10278,7838,9685,19200,1540,2001,3378,3510,3390
14535,528,477,0.9034090909090909,1121,924,1070,6144,374,388,423,354,344
14536,4909,3753,0.7645141576695865,10579,6375,9411,26880,1091,1575,3503,3493,3583
14537,1404,1263,0.8995726495726496,3374,2795,3233,5760,834,888,1012,1138,1224
14538,1029,913,0.8872691933916423,2129,1661,2013,11520,578,654,858,441,830
14539,1653,1490,0.9013914095583787,3456,2796,3293,17920,923,1020,1136,1116,1204
14540,1732,1279,0.7384526558891455,3682,2112,3229,9216,707,901,1365,1177,1140
14541,5629,4844,0.8605436134304495,11832,8789,11047,26880,1498,2041,3489,4154,4189
14542,879,724,0.8236632536973834,1784,1240,1627,3200,515,567,549,697,538
14543,1419,1105,0.7787174066243834,3214,2032,2899,10752,608,732,1074,1148,992
14544,866,706,0.815242494226328,1864,1299,1700,7680,532,557,622,650,592
14545,3286,2758,0.8393183201460742,7213,5135,6680,16640,1203,1530,2521,2117,2575
14546,2758,2170,0.7868020304568528,5438,3386,4841,16896,863,1136,1645,2411,1382
14547,902,722,0.8004434589800443,1810,1148,1629,5760,520,572,519,706,585
14548,4025,3081,0.7654658385093168,7945,4767,6952,28672,1126,1594,2575,2794,2576
14549,2661,2205,0.8286358511837655,5484,3777,5027,12544,1103,1397,1772,1957,1755
14550,3879,2606,0.6718226346996649,8223,3914,6943,18432,913,1312,2921,2198,3104
14551,5432,4193,0.7719072164948454,10972,6862,9716,28672,1358,1794,3726,3723,3523
14552,1070,909,0.8495327102803738,2391,1751,2228,7168,600,681,837,880,674
14553,2901,2471,0.8517752499138228,6984,5165,6554,12288,886,1124,2586,2193,2205
14554,1584,1272,0.803030303030303,3292,2102,2978,13312,780,929,1099,1117,1076
14555,3036,2621,0.8633069828722003,6524,4907,6109,20480,1076,1348,2179,2168,2177
14556,4738,2677,0.5650063317855635,9991,3345,7898,24576,480,876,3634,2650,3707
14557,1236,604,0.4886731391585761,2463,735,1756,8960,269,354,872,1027,564
14558,3091,2665,0.8621805241022323,6260,4603,5834,23296,1079,1379,2080,2183,1997
14559,908,566,0.6233480176211453,2007,905,1663,1536,319,411,590,646,771
14560,1298,901,0.6941448382126348,2684,1443,2258,3200,570,679,825,1043,816
14561,2080,1785,0.8581730769230769,4557,3421,4261,8192,1002,1179,1524,1510,1523
14562,2862,2282,0.7973445143256463,5738,3652,5158,24960,1140,1454,1754,1845,2139
14563,564,491,0.8705673758865248,1253,950,1180,5760,402,410,441,448,364
14564,2897,2540,0.8767690714532275,5919,4529,5561,21632,1189,1448,2006,1921,1992
14565,2194,1667,0.759799453053783,4799,2959,4259,8960,909,1115,1494,1632,1673
14566,4062,3759,0.9254062038404727,9262,8016,8958,26880,1485,1711,3308,2687,3267
14567,5664,3707,0.6544844632768362,11843,5529,9803,18432,721,1191,4592,2889,4362
14568,2812,2263,0.8047652916073968,5652,3640,5103,15488,909,1147,1774,2126,1752
14569,3336,2382,0.7140287769784173,7180,3977,6192,9600,978,1251,2735,1739,2706
14570,2714,1556,0.5733235077376566,5977,2197,4717,21120,570,845,2030,1825,2122
14571,2643,2130,0.8059023836549376,5282,3348,4769,15488,1013,1361,1751,1699,1832
14572,2415,960,0.39751552795031053,5173,1029,3485,7168,294,542,1748,1666,1759
14573,951,799,0.8401682439537329,2089,1495,1937,7680,577,650,714,756,619
14574,2304,1877,0.8146701388888888,4933,3325,4501,10240,1008,1233,1653,1740,1540
14575,1343,841,0.6262099776619509,2823,1263,2280,10752,538,627,992,960,871
14576,2864,2552,0.8910614525139665,6460,5148,6148,19968,1122,1352,2097,2201,2162
14577,3161,2710,0.8573236317621006,7471,5657,6990,14336,1253,1397,2636,2222,2613
14578,1457,1214,0.8332189430336308,3134,2224,2885,13312,765,902,1230,702,1202
14579,2185,1819,0.8324942791762013,4582,3172,4215,14976,973,1197,1455,1556,1571
14580,3048,1749,0.5738188976377953,6980,2634,5650,28672,737,1003,2580,1813,2587
14581,1806,1481,0.8200442967884828,3667,2495,3342,14976,866,1016,1310,1029,1328
14582,1161,1012,0.8716623600344531,2380,1818,2231,4480,656,734,762,967,651
14583,516,307,0.5949612403100775,1184,460,967,1536,179,226,442,400,342
14584,4097,2571,0.6275323407371247,9310,4025,7672,26624,914,1304,3066,2830,3414
14585,2972,2601,0.8751682368775235,7282,5642,6911,12288,1142,1405,2409,2518,2355
14586,2027,1664,0.8209176122348298,4316,2962,3951,17920,856,1058,1413,1508,1395
14587,2877,2427,0.8435870698644421,6877,5139,6409,17280,1155,1365,2380,2188,2309
14588,4484,2777,0.6193131132917038,10130,4380,8290,17920,967,1498,3578,2687,3865
14589,3448,2829,0.8204756380510441,7371,4942,6752,12288,1113,1516,2575,2210,2586
14590,4315,3519,0.8155272305909618,8573,5559,7777,32768,1341,1885,2861,2851,2861
14591,537,439,0.8175046554934823,1305,866,1207,768,243,290,509,389,407
14592,1511,1212,0.8021178027796162,3169,2103,2866,8320,620,753,1154,939,1076
14593,1408,1284,0.9119318181818182,3160,2644,3036,7680,847,923,1110,1070,980
14594,1812,772,0.4260485651214128,3991,1040,2802,3456,316,471,1520,869,1602
14595,920,549,0.5967391304347827,1870,753,1480,2816,269,367,602,796,472
14596,1231,1080,0.8773354995938262,2574,1981,2423,15360,614,698,854,791,929
14597,5786,4663,0.805910819218804,13164,8902,12035,14080,1694,2308,4516,4180,4468
14598,1645,1374,0.835258358662614,3278,2255,3007,15488,807,963,996,1216,1066
14599,3008,2583,0.8587101063829787,6148,4542,5721,21120,1230,1501,2109,1837,2202
14600,986,757,0.7677484787018256,2153,1289,1921,13440,523,605,759,734,660
14601,7112,6167,0.8671259842519685,16957,12823,16010,28800,1752,2221,5346,6300,5311
14602,4954,3203,0.6465482438433588,9993,4364,8221,28800,809,1254,3412,3165,3416
14603,1911,1643,0.8597592883307169,4407,3343,4138,10368,914,1015,1355,1506,1546
14604,1769,1353,0.7648388920293951,3808,2288,3390,6272,786,970,1266,1127,1415
14605,3599,3390,0.9419283134203945,8398,7489,8189,13440,1186,1350,2853,2663,2882
14606,3603,3228,0.8959200666111574,8371,6834,7996,18432,1343,1630,2817,2745,2809
14607,2106,1829,0.8684710351377019,4528,3439,4251,12544,686,858,1594,1397,1537
14608,1377,1017,0.738562091503268,2753,1493,2389,8192,627,765,823,1101,829
14609,969,843,0.8699690402476781,2229,1695,2100,6144,569,632,773,773,683
14610,1198,1022,0.8530884808013356,2677,2059,2499,3712,609,674,1016,671,990
14611,2632,1700,0.6458966565349544,6067,2732,5092,8960,658,879,2012,1903,2152
14612,1201,1001,0.8334721065778518,2456,1757,2256,3584,640,746,1001,591,864
14613,1111,738,0.6642664266426642,2350,1206,1955,4608,435,533,818,573,959
14614,282,232,0.8226950354609929,560,378,510,2688,179,189,192,116,252
14615,1890,1499,0.7931216931216931,3896,2504,3505,8960,850,1020,1088,1356,1452
14616,2449,1925,0.7860351163740302,5224,3464,4668,13440,949,1146,1874,1464,1886
14617,4640,2821,0.6079741379310345,11308,4357,9355,14080,478,780,3702,4096,3510
14618,1544,1333,0.8633419689119171,3101,2298,2890,10240,750,828,1239,707,1155
14619,777,695,0.8944658944658944,1676,1374,1593,2560,428,470,602,482,592
14620,2632,1786,0.6785714285714286,5866,3118,4951,13824,961,1234,2133,1939,1794
14621,4004,3250,0.8116883116883117,9055,5827,8301,22528,1212,1690,3067,2912,3076
14622,3236,2349,0.7258961681087762,7043,4292,6124,23040,1156,1357,2593,1865,2585
14623,1225,748,0.6106122448979592,2661,1230,2081,2048,201,248,1115,437,1109
14624,2081,1787,0.8587217683805862,4525,3394,4231,10752,952,1172,1455,1688,1382
14625,2001,1018,0.5087456271864068,4189,1248,3131,13824,367,517,1534,1078,1577
14626,1350,954,0.7066666666666667,3073,1664,2651,8960,468,552,1191,660,1222
14627,3019,2540,0.8413381914541239,6476,4646,5997,17280,1209,1551,2122,2263,2091
14628,1602,1456,0.9088639200998752,3474,2887,3328,6656,820,923,1335,844,1295
14629,3207,2417,0.7536638603055815,6379,3632,5589,23296,626,852,2099,2133,2147
14630,3865,3259,0.8432082794307891,8273,5854,7665,28672,978,1253,2154,2887,3232
14631,1762,1442,0.8183881952326901,3626,2430,3304,11520,777,933,1397,849,1380
14632,2135,1761,0.824824355971897,4270,2843,3896,15488,874,1095,1387,1525,1358
14633,669,583,0.8714499252615845,1464,1118,1378,5376,426,460,520,505,439
14634,548,430,0.7846715328467153,1227,743,1109,1536,314,356,400,501,326
14635,604,486,0.804635761589404,1236,785,1118,4480,331,391,366,352,518
14636,1996,1729,0.8662324649298597,4165,3132,3898,8960,980,1140,1406,1177,1582
14637,215,197,0.9162790697674419,367,302,349,3840,175,176,140,117,110
14638,1008,871,0.8640873015873016,2076,1568,1939,8960,534,607,857,398,821
14639,1951,1144,0.5863659661711943,3993,1697,3125,15360,629,806,1415,1100,1478
14640,2040,1765,0.8651960784313726,4848,3745,4570,5120,731,829,1631,1509,1708
14641,6456,4092,0.6338289962825279,14195,6136,11800,28672,939,1565,5119,3948,5128
14642,1572,1205,0.7665394402035624,3476,2108,3105,30720,593,728,1274,1007,1195
14643,3222,2500,0.7759155803848541,6697,3961,5974,24960,1039,1461,2358,2412,1927
14644,923,829,0.8981581798483207,1974,1588,1880,3200,596,649,651,756,567
14645,3584,2864,0.7991071428571429,7823,5016,7095,15488,1148,1579,2607,2581,2635
14646,5241,4658,0.8887616867010113,12326,10027,11743,24576,1738,2078,3893,3912,4521
14647,4208,3346,0.7951520912547528,9369,5816,8507,10368,1203,1743,2922,3509,2938
14648,984,855,0.8689024390243902,2000,1531,1871,6400,603,650,727,574,699
14649,782,643,0.8222506393861893,1778,1243,1637,1920,411,472,590,572,616
14650,4141,2899,0.7000724462690171,8881,4484,7634,21504,783,1199,2525,3366,2990
14651,4544,3426,0.7539612676056338,9192,5224,8074,32768,655,982,3064,3064,3064
14652,1166,990,0.8490566037735849,2583,1890,2403,3584,637,728,789,961,833
14653,2805,2375,0.8467023172905526,6377,4664,5947,11520,1010,1242,2055,2329,1993
14654,1706,1502,0.88042203985932,3635,2863,3427,16128,816,930,1161,1260,1214
14655,1251,781,0.6243005595523581,2516,1176,2045,12288,448,479,1053,379,1084
14656,1999,1592,0.7963981990995498,3967,2456,3560,8192,847,1071,1179,1611,1177
14657,2866,2193,0.7651779483600838,5864,3582,5149,19968,1017,1294,1948,2005,1911
14658,2773,2150,0.7753335737468445,5548,3383,4924,23296,1010,1331,2114,1403,2031
14659,503,377,0.7495029821073559,1055,652,929,1536,292,309,340,320,395
14660,1013,660,0.6515301085883515,2075,967,1722,4480,414,483,571,867,637
14661,1361,1184,0.8699485672299779,2988,2263,2811,9856,749,833,1076,994,918
14662,1647,558,0.33879781420765026,3307,638,1921,4608,202,291,978,1341,988
14663,1785,1189,0.6661064425770308,4024,2141,3401,4608,624,743,1493,985,1546
14664,2355,1856,0.7881104033970276,4677,2812,4176,21120,898,1179,1532,1610,1535
14665,2951,1976,0.6696035242290749,7302,3596,6291,4608,748,1077,2508,2391,2403
14666,2597,2351,0.9052753176742395,5370,4449,5124,24576,1021,1195,1724,1922,1724
14667,2304,1008,0.4375,4717,1197,3291,18432,181,332,1915,1132,1670
14668,5040,3202,0.6353174603174603,10076,3962,8219,26880,165,317,3364,3240,3472
14669,2045,1280,0.6259168704156479,4346,2011,3538,10368,701,910,1510,1366,1470
14670,3140,2495,0.7945859872611465,6232,3818,5587,21632,1095,1509,2066,2107,2059
14671,1545,1308,0.8466019417475729,3180,2280,2943,9600,761,905,1084,909,1187
14672,1088,964,0.8860294117647058,2214,1751,2090,3840,604,680,905,392,917
14673,1572,1164,0.7404580152671756,3646,2198,3207,4224,613,755,1359,934,1353
14674,437,324,0.7414187643020596,945,541,832,3072,221,243,269,358,318
14675,824,708,0.8592233009708737,1834,1344,1718,7680,542,577,631,633,570
14676,2022,1816,0.8981206726013847,4198,3347,3992,20480,1017,1135,1405,1389,1404
14677,902,777,0.8614190687361419,1869,1389,1744,4608,567,613,535,640,694
14678,3293,2717,0.8250835104767689,6931,4704,6354,18304,1156,1571,2222,2324,2385
14679,3292,2354,0.7150668286755771,6759,3694,5811,16640,1074,1443,2088,2622,2049
14680,2447,1443,0.5897016755210461,5270,2025,4225,11648,586,873,1977,1457,1836
14681,3918,2481,0.6332312404287902,8794,3804,7311,23296,753,1116,2957,2790,3047
14682,2709,1178,0.4348468069398302,6353,1572,4483,14336,356,500,2524,1295,2534
14683,1242,1060,0.8534621578099839,2691,2020,2508,3840,669,755,833,828,1030
14684,1410,1106,0.7843971631205674,3124,2005,2819,3072,660,781,1110,802,1212
14685,5801,3889,0.6704016548870885,13109,6171,11147,10240,861,1483,4567,4019,4523
14686,2064,1586,0.7684108527131783,4617,2772,4137,11520,866,1096,1576,1599,1442
14687,1447,956,0.6606772633033863,3290,1515,2782,4608,452,658,1051,1177,1062
14688,1720,1417,0.8238372093023256,3526,2491,3219,10368,906,1044,1114,1293,1119
14689,6540,4670,0.7140672782874617,15580,8045,13671,24960,803,1299,4876,5156,5548
14690,706,611,0.8654390934844193,1590,1202,1495,2304,394,435,496,608,486
14691,887,660,0.7440811724915445,2060,1184,1820,1920,450,522,691,760,609
14692,3045,2086,0.6850574712643678,7466,3710,6445,11520,876,1167,2454,2450,2562
14693,3028,2599,0.8583223249669749,6784,5050,6355,15360,1200,1529,2233,2230,2321
14694,775,559,0.7212903225806452,1646,916,1428,3072,380,456,414,590,642
14695,6032,3970,0.65815649867374,12923,6086,10800,21632,922,1396,3977,5054,3892
14696,1858,1674,0.9009687836383208,3988,3250,3804,5760,917,1039,1488,1017,1483
14697,1383,1170,0.8459869848156182,2780,1955,2567,13440,663,786,1142,671,967
14698,1079,871,0.8072289156626506,2107,1342,1897,11264,653,725,674,762,671
14699,2713,1715,0.6321415407298194,6301,3114,5233,11648,876,1048,2239,1731,2331
14700,560,479,0.8553571428571428,1251,932,1169,8960,337,354,463,378,410
14701,589,363,0.6162988115449916,1133,480,894,1920,221,277,438,269,426
14702,2209,1915,0.866908103214124,4675,3536,4381,16896,1030,1227,1521,1592,1562
14703,478,374,0.7824267782426778,1037,685,933,1152,291,313,300,316,421
14704,1638,983,0.6001221001221001,3721,1603,2990,3328,435,608,1364,1006,1351
14705,1828,1336,0.7308533916849015,3877,2455,3358,18304,762,878,1425,1055,1397
14706,2955,2435,0.8240270727580372,6360,4479,5833,14976,1237,1562,2099,2072,2189
14707,809,694,0.857849196538937,1744,1290,1629,4224,490,549,560,529,655
14708,5190,3454,0.6655105973025048,11152,5047,9380,21632,840,1364,3903,3654,3595
14709,3305,2671,0.8081694402420575,6865,4487,6226,24960,1234,1635,2340,2209,2316
14710,3271,2739,0.8373586059309079,6909,4832,6376,21120,1209,1585,2117,2372,2420
14711,2629,2216,0.8429060479269684,5481,3982,5065,17280,782,972,2327,845,2309
14712,2343,1966,0.8390951771233461,4697,3258,4320,12800,957,1190,1413,1911,1373
14713,574,509,0.8867595818815331,1156,915,1091,6144,409,427,370,450,336
14714,5422,5012,0.9243821468092954,12277,10387,11867,32768,1570,1880,4042,4149,4086
14715,1216,1002,0.8240131578947368,2969,2005,2755,8960,591,672,1008,1064,897
14716,4179,3328,0.7963627662120124,8203,5020,7352,32768,1278,1867,2736,2730,2737
14717,7297,6169,0.8454159243524736,18423,13329,17289,16640,1442,1961,6335,5777,6311
14718,1554,644,0.4144144144144144,3114,757,2022,4608,293,387,1310,898,906
14719,2052,1713,0.8347953216374269,4874,3454,4531,4480,928,1114,1667,1449,1758
14720,2963,1458,0.49206884913938576,6879,2046,5187,16384,514,644,2523,1829,2527
14721,2991,1969,0.6583082581076563,6318,3111,5235,10368,855,1132,2087,2143,2088
14722,1896,1474,0.7774261603375527,3910,2445,3488,6144,769,973,1335,1004,1571
14723,3316,1770,0.5337756332931243,6664,2259,4952,12800,585,923,2126,2396,2142
14724,1298,1111,0.8559322033898306,2622,1911,2435,6144,723,824,864,1085,673
14725,2246,1877,0.8357079252003562,4567,3149,4198,14976,993,1220,1435,1691,1441
14726,928,810,0.8728448275862069,2024,1536,1905,4032,598,631,644,782,598
14727,2910,2542,0.8735395189003436,6337,4882,5969,14080,1224,1479,2144,1987,2206
14728,2513,1453,0.5781933943493832,5366,2140,4193,8960,465,652,2056,1180,2130
14729,1575,1248,0.7923809523809524,3317,2144,2990,13440,609,766,1378,611,1328
14730,3830,3143,0.8206266318537859,7637,5008,6950,23296,1219,1705,2501,2645,2491
14731,1412,1208,0.8555240793201133,2784,2073,2574,6144,689,774,1048,688,1048
14732,3176,2778,0.8746851385390428,6877,5428,6479,23296,1235,1497,2273,2275,2329
14733,1895,1006,0.5308707124010554,4069,1493,3005,8064,446,562,1407,1454,1208
14734,655,576,0.8793893129770992,1473,1141,1394,5120,470,489,528,457,488
14735,3264,2724,0.8345588235294118,6516,4515,5976,28672,1138,1400,2098,2373,2045
14736,2111,1723,0.8162008526764567,4519,3223,4127,11520,979,1164,1619,1487,1413
14737,3956,2549,0.6443377148634984,9662,4289,8241,8960,809,1284,3204,2960,3498
14738,3597,2458,0.6833472338059494,7361,3583,6122,26880,755,1129,2399,2560,2402
14739,6521,5779,0.8862137708940346,13196,10298,12451,32768,1623,2083,3962,5243,3991
14740,2854,2338,0.8192011212333566,6118,4143,5602,14976,1163,1511,2150,2025,1943
14741,6329,3727,0.588876599778796,14172,5679,11250,16896,759,1256,5171,4465,4536
14742,768,665,0.8658854166666666,1630,1215,1527,7168,506,549,554,594,482
14743,392,318,0.8112244897959183,759,520,681,3200,271,273,254,268,237
14744,1245,1075,0.8634538152610441,2462,1835,2292,12800,651,740,788,825,849
14745,3171,2455,0.7742037212235888,6838,4145,6122,15360,1215,1545,2500,2141,2197
14746,5966,5230,0.8766342608112638,14217,10929,13480,28800,1638,2157,4695,4824,4698
14747,3127,2724,0.8711224816117684,7190,5505,6787,17280,1193,1471,2418,2268,2504
14748,613,516,0.8417618270799347,1332,971,1234,2304,378,409,484,512,336
14749,3635,2600,0.7152682255845942,8566,4750,7479,14080,1169,1558,2868,2752,2946
14750,684,590,0.8625730994152047,1499,1125,1405,6656,481,502,545,558,396
14751,1852,968,0.5226781857451404,3778,1200,2875,7168,442,564,1119,1564,1095
14752,1867,889,0.47616497054097484,3756,1130,2656,24576,382,520,1598,537,1621
